"","X","Home.Team","Away.Team","Score","Half.Time.Score","Match.Excitement","Home.Team.Rating","Away.Team.Rating","Home.Team.Possession..","Away.Team.Possession..","Home.Team.Off.Target.Shots","Home.Team.On.Target.Shots","Home.Team.Total.Shots","Home.Team.Blocked.Shots","Home.Team.Corners","Home.Team.Throw.Ins","Home.Team.Pass.Success..","Home.Team.Aerials.Won","Home.Team.Clearances","Home.Team.Fouls","Home.Team.Yellow.Cards","Home.Team.Second.Yellow.Cards","Home.Team.Red.Cards","Away.Team.Off.Target.Shots","Away.Team.On.Target.Shots","Away.Team.Total.Shots","Away.Team.Blocked.Shots","Away.Team.Corners","Away.Team.Throw.Ins","Away.Team.Pass.Success..","Away.Team.Aerials.Won","Away.Team.Clearances","Away.Team.Fouls","Away.Team.Yellow.Cards","Away.Team.Second.Yellow.Cards","Away.Team.Red.Cards","Home.Team.Goals.Scored","Away.Team.Goals.Scored","Home.Team.Goals.Conceeded","Away.Team.Goals.Conceeded","year"
"504",503,"MÁLAGA","GRANADA","2-2","1-0",8.3,6.9,5.4,44,56,3,7,12,2,7,22,71,17,25,15,3,1,0,4,4,11,3,4,23,81,13,28,20,6,0,0,2,2,2,2,2015
"505",504,"LAS PALMAS","DEPORTIVO","0-2","0-1",4.8,5.6,7,67,33,2,5,8,1,6,23,85,10,16,14,4,0,0,4,5,10,1,4,21,71,16,34,13,3,0,0,0,2,2,0,2015
"506",505,"CELTA","GIJÓN","2-1","1-0",5.1,6.8,5.9,59,41,2,4,6,0,3,21,81,24,40,14,3,0,0,5,2,9,2,4,24,68,17,19,9,0,0,0,2,1,1,2,2015
"507",506,"GETAFE","VILLARREAL","2-0","1-0",4.3,7.4,5.5,42,58,3,5,12,4,6,21,69,11,29,11,4,0,0,6,1,7,1,6,30,79,8,20,15,2,0,0,2,0,0,2,2015
"508",507,"EIBAR","REAL MADRID","0-2","0-1",4.6,5.4,6.9,39,61,5,3,8,0,6,26,69,14,17,20,3,0,0,5,6,17,6,5,24,81,17,21,7,4,0,0,0,2,2,0,2015
"509",508,"RAYO VALLECANO","ATHLETIC","0-3","0-2",5.1,5,7.5,67,33,8,3,15,4,6,34,79,16,18,16,4,0,0,5,4,10,1,2,15,62,24,35,14,0,0,1,0,3,3,0,2015
"510",509,"SEVILLA FC","VALENCIA","1-0","0-0",3.6,7.5,4.8,62,38,8,5,15,2,17,15,85,17,6,26,3,0,0,0,0,0,0,0,18,74,10,36,20,4,2,0,1,0,0,1,2015
"511",510,"REAL MADRID","GETAFE","4-1","4-0",6.1,8.2,4.9,62,38,5,8,16,3,3,19,92,11,13,9,1,0,0,2,3,7,2,4,17,83,2,10,12,0,0,0,4,1,1,4,2015
"512",511,"GRANADA","ATLETICO MADRID","0-2","0-1",4.5,5.9,7.5,44,56,11,3,18,4,6,21,81,12,27,7,2,0,0,5,4,11,2,8,27,83,8,29,8,1,0,0,0,2,2,0,2015
"513",512,"VALENCIA","BARCELONA","1-1","0-0",5,6.6,6.6,29,71,4,3,10,3,0,15,73,6,20,13,3,0,0,6,5,16,5,6,17,87,15,12,15,1,0,0,1,1,1,1,2015
"514",513,"DEPORTIVO","SEVILLA FC","1-1","1-0",3.9,6.8,6.1,44,56,2,4,8,2,6,27,68,11,18,10,2,0,0,5,2,8,1,2,35,78,19,29,9,3,0,0,1,1,1,1,2015
"515",514,"REAL BETIS","CELTA","1-1","0-1",5,6.8,5.9,60,40,15,6,28,7,8,31,76,19,4,9,5,0,0,3,1,5,1,0,19,67,21,21,16,4,0,1,1,1,1,1,2015
"516",515,"REAL SOCIEDAD","EIBAR","2-1","1-1",5.4,7,5.1,65,35,3,7,10,0,4,22,81,18,21,12,3,0,0,3,1,5,1,3,24,63,9,18,16,3,0,0,2,1,1,2,2015
"517",516,"VILLARREAL","RAYO VALLECANO","2-1","0-1",5.7,6.4,5.9,46,54,6,5,14,3,5,34,71,13,20,16,1,0,0,2,4,8,2,4,35,77,16,24,14,4,0,0,2,1,1,2,2015
"518",517,"GIJÓN","LAS PALMAS","3-1","1-1",7.1,7.3,5.2,33,67,7,9,21,5,8,22,69,20,11,9,2,0,0,2,7,12,3,4,14,82,24,22,10,2,1,0,3,1,1,3,2015
"519",518,"ATHLETIC","MÁLAGA","0-0","0-0",2.2,6,6.9,45,55,6,2,11,3,6,28,71,28,24,7,2,0,1,5,2,7,0,1,25,78,19,26,21,3,0,0,0,0,0,0,2015
"520",519,"ESPANYOL","LEVANTE","1-1","0-1",4,6.2,6.8,56,44,5,1,9,3,2,29,80,21,22,13,4,0,0,4,5,12,3,6,20,72,29,37,14,5,0,0,1,1,1,1,2015
"521",520,"GETAFE","REAL SOCIEDAD","1-1","0-0",4.6,6,7,37,63,2,5,9,2,5,31,69,11,11,15,3,0,0,3,6,10,1,5,37,83,14,22,12,3,0,0,1,1,1,1,2015
"522",521,"BARCELONA","DEPORTIVO","2-2","1-0",8.5,6,7.3,69,31,8,7,17,2,6,26,88,8,7,4,0,0,0,7,4,13,2,2,11,75,8,34,11,2,0,0,2,2,2,2,2015
"523",522,"LEVANTE","GRANADA","1-2","0-0",5.2,6,6.6,52,48,1,5,7,1,2,25,68,19,17,25,2,0,0,3,3,8,2,1,27,67,22,41,27,2,0,0,1,2,2,1,2015
"524",523,"CELTA","ESPANYOL","1-0","1-0",4.2,6.3,6.2,51,49,10,3,16,3,4,23,76,17,20,13,4,1,0,3,2,6,1,9,12,72,27,15,23,2,0,0,1,0,0,1,2015
"525",524,"SEVILLA FC","GIJÓN","2-0","0-0",4.4,7.4,4.4,71,29,8,7,18,3,3,29,83,24,10,13,3,0,0,3,1,4,0,1,17,65,6,32,10,3,1,0,2,0,0,2,2015
"526",525,"LAS PALMAS","REAL BETIS","1-0","0-0",3.4,6.9,5.6,65,35,7,4,16,5,2,35,82,21,9,10,3,0,0,5,2,8,1,2,24,64,14,30,9,0,0,0,1,0,0,1,2015
"527",526,"RAYO VALLECANO","MÁLAGA","1-2","1-0",5.5,6,6.5,52,48,6,3,13,4,6,28,66,23,30,13,1,0,0,5,5,15,5,7,36,60,21,24,17,2,0,0,1,2,2,1,2015
"528",527,"EIBAR","VALENCIA","1-1","1-0",5.2,5.8,6.4,51,49,5,5,14,4,9,25,71,18,16,20,4,0,1,3,1,6,2,2,24,69,19,35,14,4,0,1,1,1,1,1,2015
"529",528,"ATLETICO MADRID","ATHLETIC","2-1","1-1",5.3,6.8,6.2,47,53,2,4,8,2,3,33,73,18,20,13,1,0,0,3,5,10,2,6,25,75,19,21,10,1,0,0,2,1,1,2,2015
"530",529,"VILLARREAL","REAL MADRID","1-0","1-0",3.8,7,5.7,35,65,4,3,7,0,3,15,71,5,34,11,2,0,0,14,1,20,5,9,19,85,18,9,9,2,0,0,1,0,0,1,2015
"531",530,"VALENCIA","GETAFE","2-2","2-2",7,7.1,5.9,61,39,3,7,12,2,5,30,82,10,16,13,2,0,0,3,3,9,3,1,17,70,12,23,20,6,0,0,2,2,2,2,2015
"532",531,"ESPANYOL","LAS PALMAS","1-0","0-0",3.4,6.2,6.1,48,52,5,2,12,5,7,18,75,19,19,29,4,0,0,3,4,9,2,5,20,77,20,18,21,4,0,0,1,0,0,1,2015
"533",532,"REAL BETIS","SEVILLA FC","0-0","0-0",2,5.8,6.7,48,52,7,0,12,5,8,18,72,15,21,23,7,0,0,1,2,8,5,8,30,71,19,15,19,5,0,0,0,0,0,0,2015
"534",533,"DEPORTIVO","EIBAR","2-0","1-0",4.1,7.8,4.8,50,50,9,3,13,1,9,29,71,20,20,10,1,1,0,6,1,13,6,8,18,71,19,19,11,2,0,0,2,0,0,2,2015
"535",534,"REAL MADRID","RAYO VALLECANO","10-2","4-2",4.6,7.3,4.3,50,50,10,15,30,5,10,14,90,6,8,12,1,0,0,1,4,9,4,4,25,86,7,13,12,3,1,1,10,2,2,10,2015
"536",535,"ATHLETIC","LEVANTE","2-0","0-0",4.6,7.5,4.9,53,47,7,7,18,4,10,23,71,28,11,15,0,0,0,4,1,6,1,3,21,75,14,32,17,5,0,0,2,0,0,2,2015
"537",536,"REAL SOCIEDAD","VILLARREAL","0-2","0-1",4.8,5.3,7.4,66,34,12,2,16,2,9,19,85,22,23,12,2,0,0,2,5,7,0,1,21,73,20,28,21,1,0,0,0,2,2,0,2015
"538",537,"GRANADA","CELTA","0-2","0-2",3.9,5.3,7.8,49,51,7,1,11,3,9,40,73,19,7,17,4,0,0,3,4,10,3,3,24,76,19,22,11,2,0,0,0,2,2,0,2015
"539",538,"MÁLAGA","ATLETICO MADRID","1-0","0-0",4.1,7.4,5.3,61,39,10,4,17,3,4,23,76,19,6,9,3,0,0,2,3,6,1,1,36,67,27,35,13,5,1,0,1,0,0,1,2015
"540",539,"GIJÓN","BARCELONA","1-3","1-2",6.1,4.9,7.3,22,78,3,2,6,1,1,11,63,6,22,11,2,0,0,8,8,17,1,4,24,90,11,4,7,1,0,0,1,3,3,1,2015
"541",540,"REAL MADRID","REAL SOCIEDAD","3-1","1-0",7.6,7.9,4.1,50,50,8,13,23,2,13,23,84,12,7,12,1,0,0,8,2,13,3,2,13,84,7,25,9,3,0,0,3,1,1,3,2015
"542",541,"LEVANTE","MÁLAGA","0-1","0-0",3.4,4.6,8,43,57,5,1,7,1,6,25,66,18,35,21,7,0,0,2,6,10,2,5,26,75,7,35,13,5,0,0,0,1,1,0,2015
"543",542,"SEVILLA FC","ESPANYOL","2-0","2-0",4.9,8,5.1,43,57,5,10,15,0,5,11,81,13,24,15,3,0,0,5,1,12,6,6,15,86,5,14,16,3,0,0,2,0,0,2,2015
"544",543,"RAYO VALLECANO","ATLETICO MADRID","0-2","0-0",5.2,5.4,6.3,58,42,5,3,10,2,3,29,72,26,26,12,2,0,0,8,6,17,3,8,27,65,18,28,15,3,0,0,0,2,2,0,2015
"545",544,"EIBAR","GIJÓN","2-0","0-0",3.7,6.5,5.3,55,45,8,5,15,2,5,33,69,29,24,16,3,0,0,5,5,6,1,7,34,58,17,21,17,3,0,0,2,0,0,2,2015
"546",545,"BARCELONA","REAL BETIS","4-0","2-0",7,7.7,4.5,62,38,6,7,16,3,2,15,85,8,11,16,1,0,0,6,4,11,1,3,12,74,8,16,20,3,0,0,4,0,0,4,2015
"547",546,"GETAFE","DEPORTIVO","0-0","0-0",2.8,6,7,51,49,6,5,15,4,9,33,71,14,15,9,3,0,0,5,3,10,2,2,21,72,14,27,8,1,0,0,0,0,0,0,2015
"548",547,"CELTA","ATHLETIC","0-1","0-0",4,5.9,7.2,64,36,2,3,7,2,3,32,81,5,26,11,3,0,0,6,5,13,2,3,18,67,23,11,11,4,0,0,0,1,1,0,2015
"549",548,"LAS PALMAS","GRANADA","4-1","1-0",6.6,8.1,4.1,60,40,2,4,7,1,4,37,79,9,16,5,3,0,0,3,5,12,4,4,14,71,13,26,21,5,1,0,4,1,1,4,2015
"550",549,"VILLARREAL","VALENCIA","1-0","0-0",2.9,6.7,5.9,52,48,5,3,9,1,3,16,79,9,21,21,1,0,0,3,2,6,1,6,24,79,12,18,19,3,0,0,1,0,0,1,2015
"551",550,"ESPANYOL","BARCELONA","0-0","0-0",2.7,6,7,28,72,2,1,4,1,6,16,62,7,29,22,5,0,0,6,2,10,2,10,23,85,10,16,10,3,0,0,0,0,0,0,2015
"552",551,"ATLETICO MADRID","LEVANTE","1-0","0-0",4.2,7.5,5.7,56,44,10,2,16,4,13,26,81,16,22,12,0,0,0,6,1,9,2,1,27,74,19,36,14,4,0,0,1,0,0,1,2015
"553",552,"MÁLAGA","CELTA","2-0","2-0",4.6,7.4,4.7,49,51,8,4,14,2,5,25,72,14,7,22,4,0,0,5,1,8,2,2,24,77,12,31,11,2,0,1,2,0,0,2,2015
"554",553,"RAYO VALLECANO","REAL SOCIEDAD","2-2","1-1",7.6,6.1,6,44,56,5,5,14,4,7,32,62,13,18,15,3,0,0,5,7,15,3,7,20,70,20,30,12,3,0,0,2,2,2,2,2015
"555",554,"REAL BETIS","EIBAR","0-4","0-2",5.4,5.3,8.1,59,41,4,6,10,0,6,25,81,13,14,16,4,0,0,1,5,6,0,2,22,68,17,15,14,3,0,0,0,4,4,0,2015
"556",555,"GRANADA","SEVILLA FC","2-1","2-1",5.8,6.3,5.7,39,61,4,4,9,1,2,18,68,7,36,17,2,0,0,6,6,14,2,9,33,78,22,8,13,2,1,0,2,1,1,2,2015
"557",556,"DEPORTIVO","VILLARREAL","1-2","0-1",5.5,5.8,6.5,54,46,6,4,11,1,9,31,74,14,16,13,3,0,0,2,4,6,0,3,25,72,14,24,11,3,0,0,1,2,2,1,2015
"558",557,"ATHLETIC","LAS PALMAS","2-2","1-0",7.8,6.2,6.8,41,59,8,5,15,2,5,21,68,23,13,24,3,0,0,4,5,12,3,5,29,80,22,28,13,4,0,0,2,2,2,2,2015
"559",558,"VALENCIA","REAL MADRID","2-2","1-1",8.1,6.8,6.3,47,53,4,4,12,4,4,21,84,6,18,18,1,0,0,7,4,17,6,7,14,87,8,13,17,1,0,1,2,2,2,2,2015
"560",559,"GIJÓN","GETAFE","1-2","1-0",5.4,5.9,6.2,46,54,10,4,17,3,4,21,72,17,17,13,2,0,0,6,2,11,3,2,22,75,18,23,14,3,0,0,1,2,2,1,2015
"561",560,"BARCELONA","GRANADA","4-0","2-0",6.1,8.4,5,66,34,8,8,17,1,7,25,86,5,14,14,1,0,0,3,4,8,1,0,20,77,7,14,19,4,0,0,4,0,0,4,2015
"562",561,"SEVILLA FC","ATHLETIC","2-0","1-0",4.3,6.9,5.5,49,51,0,4,4,0,6,19,74,10,20,14,2,0,0,6,3,11,2,8,17,77,15,18,13,3,0,0,2,0,0,2,2015
"563",562,"GETAFE","REAL BETIS","1-0","0-0",3.1,6.7,6.1,52,48,4,3,9,2,8,26,76,16,17,19,1,0,0,6,2,11,3,4,17,74,15,30,12,3,0,0,1,0,0,1,2015
"564",563,"REAL MADRID","DEPORTIVO","5-0","2-0",7.1,8.6,4.4,53,47,9,9,23,5,5,10,87,6,12,9,0,0,0,9,4,18,5,9,22,84,7,14,8,3,0,0,5,0,0,5,2015
"565",564,"LEVANTE","RAYO VALLECANO","2-1","0-0",5.4,6.1,6.1,44,56,5,4,10,1,5,33,62,37,23,16,5,0,0,3,4,10,3,5,40,72,15,18,15,1,0,0,2,1,1,2,2015
"566",565,"VILLARREAL","GIJÓN","2-0","1-0",3.8,6.9,5.9,49,51,3,4,7,0,3,22,77,12,32,10,4,0,0,5,2,12,5,9,28,79,10,8,12,2,0,0,2,0,0,2,2015
"567",566,"REAL SOCIEDAD","VALENCIA","2-0","0-0",5.6,7.3,5.4,50,50,8,7,24,9,5,25,80,19,23,16,3,0,0,6,3,10,1,6,19,76,15,27,13,4,0,0,2,0,0,2,2015
"568",567,"LAS PALMAS","MÁLAGA","1-1","0-0",4,6.4,6.3,59,41,2,3,5,0,2,24,84,19,18,21,5,0,0,6,3,11,2,5,20,76,12,11,11,4,0,0,1,1,1,1,2015
"569",568,"EIBAR","ESPANYOL","2-1","1-1",5.9,6.7,5.6,52,48,9,6,20,5,8,32,74,19,18,13,3,0,0,2,4,7,1,2,19,69,19,21,15,2,0,0,2,1,1,2,2015
"570",569,"CELTA","ATLETICO MADRID","0-2","0-0",3.7,5.6,7.9,56,44,2,1,6,3,4,28,80,16,9,14,2,0,0,5,3,10,2,4,25,74,12,15,14,1,0,0,0,2,2,0,2015
"571",570,"SEVILLA FC","MÁLAGA","2-1","2-0",5.6,6.5,5.5,53,47,3,4,8,1,6,11,81,12,39,21,3,1,0,5,3,14,6,4,17,69,18,7,21,3,1,0,2,1,1,2,2015
"572",571,"CELTA","LEVANTE","4-3","2-0",9.8,6.6,6,57,43,3,6,14,5,6,35,76,10,15,14,1,0,0,7,7,17,3,2,22,66,26,19,16,4,0,0,4,3,3,4,2015
"573",572,"VILLARREAL","REAL BETIS","0-0","0-0",2.6,6.4,6.6,50,50,4,2,9,3,7,22,78,14,21,12,2,0,0,7,2,15,6,11,24,79,15,27,11,1,0,0,0,0,0,0,2015
"574",573,"REAL SOCIEDAD","DEPORTIVO","1-1","0-1",5.4,6.6,6.5,64,36,6,6,16,4,9,26,84,16,13,9,1,0,0,3,4,7,0,4,20,69,13,28,11,3,0,0,1,1,1,1,2015
"575",574,"VALENCIA","RAYO VALLECANO","2-2","0-1",8.8,5.7,7.3,51,49,3,5,13,5,7,39,76,19,22,17,1,0,0,5,8,18,5,9,18,77,14,30,20,3,0,0,2,2,2,2,2015
"576",575,"REAL MADRID","GIJÓN","5-1","5-0",5.9,8.2,4.8,67,33,4,9,17,4,4,16,92,7,11,10,1,0,0,4,2,9,3,4,20,79,2,10,15,1,0,0,5,1,1,5,2015
"577",576,"GETAFE","ESPANYOL","3-1","2-1",7.8,6.6,5.8,36,64,10,4,18,4,3,18,75,13,21,12,2,0,0,7,6,13,0,7,23,84,11,14,13,2,0,0,3,1,1,3,2015
"578",577,"LAS PALMAS","ATLETICO MADRID","0-3","0-1",5.2,5.8,7.9,59,41,5,3,11,3,3,29,85,11,16,7,0,0,0,1,5,11,5,4,22,76,16,16,21,2,0,0,0,3,3,0,2015
"579",578,"BARCELONA","ATHLETIC","6-0","2-0",6.2,9,3.4,76,24,10,8,20,2,6,12,87,4,8,6,2,0,0,3,3,9,3,2,14,62,12,22,7,2,0,1,6,0,0,6,2015
"580",579,"EIBAR","GRANADA","5-1","2-0",5,8.3,4.4,54,46,2,7,12,3,3,34,72,23,19,11,1,0,0,3,1,4,0,2,21,65,10,22,17,4,0,0,5,1,1,5,2015
"581",580,"GIJÓN","REAL SOCIEDAD","5-1","3-1",5.8,8.5,4.3,43,57,2,7,11,2,6,21,71,16,31,13,2,0,0,4,3,9,2,2,29,80,19,17,12,2,0,0,5,1,1,5,2015
"582",581,"MÁLAGA","BARCELONA","1-2","1-1",6.3,6.4,6.1,34,66,4,9,15,2,4,16,68,12,12,16,3,0,0,4,6,12,2,3,32,85,8,21,9,3,0,0,1,2,2,1,2015
"583",582,"ESPANYOL","VILLARREAL","2-2","2-1",8,6,6.5,45,55,4,5,11,2,3,11,80,17,22,12,4,1,0,7,5,14,2,9,23,81,10,13,15,1,0,0,2,2,2,2,2015
"584",583,"GRANADA","GETAFE","3-2","2-0",8,7.2,5,50,50,9,9,20,2,5,30,75,14,17,12,2,0,0,4,2,9,3,3,29,74,9,22,16,2,0,0,3,2,2,3,2015
"585",584,"RAYO VALLECANO","CELTA","3-0","3-0",6.1,8.7,3.8,56,44,13,10,26,3,7,35,70,18,14,20,3,0,0,1,1,3,1,1,27,58,23,27,13,4,0,0,3,0,0,3,2015
"586",585,"ATHLETIC","EIBAR","5-2","3-1",7.1,7.6,4.9,55,45,5,5,10,0,7,30,71,23,16,13,2,0,0,6,2,9,1,2,30,68,20,27,14,2,0,0,5,2,2,5,2015
"587",586,"ATLETICO MADRID","SEVILLA FC","0-0","0-0",3.2,6.4,5.7,69,31,12,3,20,5,8,24,82,23,24,13,5,0,0,3,1,7,3,5,18,57,23,28,13,4,1,0,0,0,0,0,2015
"588",587,"DEPORTIVO","VALENCIA","1-1","1-0",5,6.6,6.1,48,52,4,2,10,4,8,23,75,13,21,13,3,0,0,5,3,10,2,6,28,78,16,22,9,2,0,0,1,1,1,1,2015
"589",588,"REAL BETIS","REAL MADRID","1-1","1-0",4.9,6.1,7.2,36,64,2,2,4,0,1,13,72,11,26,17,3,0,0,7,8,18,3,9,24,88,18,9,13,2,0,0,1,1,1,1,2015
"590",589,"LEVANTE","LAS PALMAS","3-2","1-0",8.4,6.7,5.6,30,70,1,8,12,3,2,10,70,13,17,22,3,1,0,4,4,13,5,4,20,86,10,12,11,4,0,0,3,2,2,3,2015
"591",590,"BARCELONA","ATLETICO MADRID","2-1","2-1",6.2,7.6,5.8,71,29,4,4,10,2,8,11,89,13,16,7,0,0,0,3,4,7,0,6,14,75,7,14,18,4,1,1,2,1,1,2,2015
"592",591,"GETAFE","ATHLETIC","0-1","0-1",3.2,5.8,6.4,58,42,5,3,9,1,7,22,72,8,17,13,3,1,0,6,3,12,3,5,28,64,23,21,18,5,0,0,0,1,1,0,2015
"593",592,"EIBAR","MÁLAGA","1-2","0-1",5.7,5.3,7.3,57,43,6,3,11,2,1,43,64,23,12,9,1,0,0,3,4,7,0,2,32,59,28,28,15,3,0,0,1,2,2,1,2015
"594",593,"VILLARREAL","GRANADA","1-0","0-0",3.5,7.5,5.3,56,44,5,7,12,0,8,24,80,16,11,10,4,0,0,3,2,7,2,0,27,74,13,26,11,3,0,0,1,0,0,1,2015
"595",594,"REAL SOCIEDAD","REAL BETIS","2-1","2-0",4.9,7.2,6,46,54,3,4,11,4,3,29,77,12,15,13,1,0,0,3,1,8,4,4,32,79,13,17,9,4,0,0,2,1,1,2,2015
"596",595,"SEVILLA FC","LEVANTE","3-1","1-0",7,7.2,5.5,47,53,5,8,14,1,5,13,80,12,17,8,1,0,0,12,4,22,6,9,10,82,7,21,8,1,0,0,3,1,1,3,2015
"597",596,"VALENCIA","GIJÓN","0-1","0-0",3.4,5.1,7.5,63,37,11,2,15,2,6,29,79,24,13,15,0,0,0,4,3,7,0,3,29,62,12,26,21,2,0,0,0,1,1,0,2015
"598",597,"LAS PALMAS","CELTA","2-1","1-1",6.2,7.2,4.9,58,42,4,5,13,4,7,23,80,14,13,13,6,0,0,0,2,5,3,3,16,74,13,22,18,4,1,0,2,1,1,2,2015
"599",598,"REAL MADRID","ESPANYOL","6-0","4-0",7,8.7,3.8,68,32,7,7,18,4,3,18,89,12,7,20,1,0,0,6,5,15,4,1,15,77,7,22,20,5,0,0,6,0,0,6,2015
"600",599,"DEPORTIVO","RAYO VALLECANO","2-2","1-2",6.5,6.2,6.3,52,48,9,5,17,3,5,38,67,25,22,6,0,0,0,1,3,7,3,4,36,64,14,26,15,0,0,0,2,2,2,2,2015
"601",600,"MÁLAGA","GETAFE","3-0","3-0",4.6,8.4,4.8,45,55,3,4,8,1,4,28,74,17,21,10,3,0,0,3,2,6,1,6,29,81,20,25,10,3,0,0,3,0,0,3,2015
"602",601,"ATLETICO MADRID","EIBAR","3-1","0-0",5.4,7.1,5.3,53,47,6,4,13,3,5,27,69,26,13,15,2,0,0,4,2,6,0,2,31,63,24,10,18,3,0,0,3,1,1,3,2015
"603",602,"RAYO VALLECANO","LAS PALMAS","2-0","1-0",4.7,6.7,5.6,51,49,8,8,18,2,5,28,73,22,11,16,3,0,0,5,4,9,0,5,27,74,20,20,15,1,0,0,2,0,0,2,2015
"604",603,"ATHLETIC","VILLARREAL","0-0","0-0",2.3,5.7,6.2,61,39,7,1,10,2,5,24,78,18,15,19,5,1,0,0,2,2,0,3,25,65,18,23,20,5,1,0,0,0,0,0,2015
"605",604,"GIJÓN","DEPORTIVO","1-1","1-1",3.7,6.4,6.7,45,55,6,2,11,3,4,33,64,15,15,10,2,0,0,0,4,5,1,3,30,72,15,18,13,2,0,0,1,1,1,1,2015
"606",605,"LEVANTE","BARCELONA","0-2","0-1",4.8,5.5,7.3,30,70,6,3,11,2,2,22,72,5,22,15,4,0,0,7,4,11,0,5,23,86,8,17,10,3,0,0,0,2,2,0,2015
"607",606,"REAL BETIS","VALENCIA","1-0","0-0",2.8,6.9,5.7,44,56,4,2,6,0,4,29,65,26,38,17,4,0,0,4,2,7,1,5,24,70,36,14,19,6,1,0,1,0,0,1,2015
"608",607,"CELTA","SEVILLA FC","1-1","0-1",5.3,6.6,5.4,74,26,14,5,25,6,10,20,90,16,21,15,3,0,0,4,2,9,3,5,14,63,13,20,16,4,1,0,1,1,1,1,2015
"609",608,"GRANADA","REAL MADRID","1-2","0-1",5.7,6,7.1,36,64,4,2,14,8,3,18,75,12,17,20,3,0,0,7,4,14,3,6,22,85,8,13,8,2,0,0,1,2,2,1,2015
"610",609,"ESPANYOL","REAL SOCIEDAD","0-5","0-2",5.4,4.6,9.1,65,35,3,1,5,1,4,24,77,24,28,13,1,0,0,5,6,12,1,5,27,64,17,37,11,2,0,0,0,5,5,0,2015
"611",610,"GIJÓN","RAYO VALLECANO","2-2","2-1",7.5,6.3,6.1,38,62,6,5,11,0,3,23,66,8,22,14,3,0,0,7,4,15,4,7,24,83,10,13,12,4,0,0,2,2,2,2,2015
"612",611,"REAL MADRID","ATHLETIC","4-2","3-1",9.3,7.4,5.4,60,40,5,9,19,5,5,19,86,18,14,6,2,1,0,6,3,10,1,2,18,77,10,11,8,2,0,0,4,2,2,4,2015
"613",612,"VILLARREAL","MÁLAGA","1-0","1-0",3,6.7,5.8,51,49,4,5,12,3,5,18,74,14,18,13,2,0,0,5,2,7,0,1,19,72,22,19,15,1,0,0,1,0,0,1,2015
"614",613,"VALENCIA","ESPANYOL","2-1","0-0",6.4,6.6,6,58,42,6,4,17,7,9,24,82,22,23,8,1,0,0,10,6,20,4,9,21,68,11,20,19,3,0,0,2,1,1,2,2015
"615",614,"DEPORTIVO","REAL BETIS","2-2","1-2",7.5,8.1,5.3,56,44,9,11,25,5,11,26,70,18,6,14,1,0,0,2,2,4,0,0,29,66,8,38,13,0,0,0,2,2,2,2,2015
"616",615,"REAL SOCIEDAD","GRANADA","3-0","2-0",5.8,8,5.7,48,52,5,6,12,1,7,29,71,17,24,9,1,0,0,9,2,15,4,13,41,73,13,13,18,2,0,0,3,0,0,3,2015
"617",616,"SEVILLA FC","LAS PALMAS","2-0","0-0",4.6,6.9,5.8,53,47,3,5,9,1,8,21,82,10,6,15,1,0,0,6,3,11,2,3,12,81,14,40,11,3,0,0,2,0,0,2,2015
"618",617,"GETAFE","ATLETICO MADRID","0-1","0-1",3,6,7.5,56,44,5,0,11,6,5,27,88,6,14,9,2,0,0,2,3,6,1,5,15,81,8,18,9,3,0,0,0,1,1,0,2015
"619",618,"EIBAR","LEVANTE","2-0","1-0",5,7,5.1,47,53,7,7,16,2,8,30,72,20,25,16,3,0,0,4,3,8,1,2,29,75,27,37,12,2,0,0,2,0,0,2,2015
"620",619,"BARCELONA","CELTA","6-1","1-1",7.5,8.7,4.2,63,37,9,11,20,0,1,28,82,7,3,10,0,0,0,6,4,10,0,1,11,70,9,15,16,4,0,0,6,1,1,6,2015
"621",620,"LEVANTE","GETAFE","3-0","2-0",5.9,7.3,5.6,47,53,5,6,12,1,6,19,66,25,34,12,2,0,0,4,6,14,4,8,29,75,13,17,13,2,0,0,3,0,0,3,2015
"622",621,"LAS PALMAS","BARCELONA","1-2","1-2",6,5.8,7,47,53,9,3,16,4,3,10,86,6,13,10,1,0,0,1,7,12,4,6,17,87,7,19,13,2,0,0,1,2,2,1,2015
"623",622,"ESPANYOL","DEPORTIVO","1-0","0-0",4,6.4,5.6,38,62,5,9,16,2,7,22,70,23,25,19,3,0,0,10,3,17,4,4,24,80,25,22,4,1,0,0,1,0,0,1,2015
"624",623,"REAL BETIS","GIJÓN","1-1","0-0",4.6,6.5,7.1,54,46,5,6,18,7,10,35,77,17,25,15,2,0,0,1,3,4,0,4,19,70,13,29,25,3,0,0,1,1,1,1,2015
"625",624,"CELTA","EIBAR","3-2","2-0",8.1,6.7,5.3,63,37,5,9,14,0,6,26,79,19,9,6,3,0,0,2,3,7,2,1,22,62,18,21,25,2,0,0,3,2,2,3,2015
"626",625,"RAYO VALLECANO","SEVILLA FC","2-2","1-2",7.9,5.5,5.9,62,38,8,5,14,1,3,29,75,25,27,14,6,0,0,5,7,14,2,17,28,54,22,29,23,2,0,0,2,2,2,2,2015
"627",626,"MÁLAGA","REAL MADRID","1-1","0-1",5.9,6.5,5.7,38,62,3,5,11,3,6,10,73,10,22,14,5,0,0,5,7,14,2,6,19,86,14,15,12,2,0,0,1,1,1,1,2015
